title,movie_id,tags
Cop Out,23742,"Detectives Jimmy and Paul, despite nine years as partners, can still sometimes seem like polar opposites – especially when Paul's unpredictable antics get them suspended without pay. Already strapped for cash and trying to pay for his daughter's wedding, Jimmy decides to sell a rare baseball card that's worth tens of thousands. Unfortunately, when the collector's shop is robbed and the card vanishes with the crook, Paul and Jimmy end up going rogue, tracking down the card and the drug ring behind its theft, all on their own time, and without any backup – except for each other. Action Comedy Crime newyork moneylaundering daughter police undercovercop lockedintrunkofcar baseballcard wedding policeofficer duringcreditsstinger BruceWillis TracyMorgan JuanCarlosHernández KevinSmith"
How to Be Single,259694,"New York City is full of lonely hearts seeking the right match, and what Alice, Robin, Lucy, Meg, Tom and David all have in common is the need to learn how to be single in a world filled with ever-evolving definitions of love. Comedy Romance newyork basedonnovel one-nightstand single DakotaJohnson RebelWilson AlisonBrie ChristianDitter"
Dolphin Tale,62837,A story centered on the friendship between a boy and a dolphin whose tail was lost in a crab trap. Drama Family dolphin boy trap summer tail MorganFreeman AshleyJudd HarryConnickJr. CharlesMartinSmith
Twilight,8966,"When Bella Swan moves to a small town in the Pacific Northwest to live with her father, she starts school and meets the reclusive Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire. Despite Edward's repeated cautions, Bella can't help but fall in love with him, a fatal move that endangers her own life when a coven of bloodsuckers try to challenge the Cullen clan. Adventure Fantasy Drama Romance soulmates vampire forbiddenlove immortality trust desire duringcreditsstinger womandirector interspeciesromance basedonyoungadultnovel fangvamp KristenStewart RobertPattinson BillyBurke CatherineHardwicke"
We're the Millers,138832,A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico. Comedy Crime mexico police gang drugsmuggling drug family JasonSudeikis JenniferAniston WillPoulter RawsonMarshallThurber
Never Say Never Again,36670,"James Bond returns as the secret agent 007 one more time to battle the evil organization SPECTRE. Bond must defeat Largo, who has stolen two atomic warheads for nuclear blackmail. But Bond has an ally in Largo's girlfriend, the willowy Domino, who falls for Bond and seeks revenge. This is the last time for Sean Connery as Her Majesty's Secret Agent 007. Adventure Action Thriller videogame spy bahamas british stealing scubadiving scuba britishsecretservice SeanConnery KimBasinger KlausMariaBrandauer IrvinKershner"
Hot Tub Time Machine,23048,"A malfunctioning time machine at a ski resort takes a man back to 1986 with his two friends and nephew, where they must relive a fateful night and not change anything to make sure the nephew is born. ScienceFiction Comedy Adventure femalenudity one-nightstand timetravel timemachine incestovertones hottub peterpansyndrome fortysomething skiing JohnCusack LizzyCaplan RobCorddry StevePink"
Dolphin Tale 2,227735,The team of people who saved Winter's life reassemble in the wake of her surrogate mother's passing in order to find her a companion so she can remain at the Clearwater Marine Hospital. Family Drama dolphin aquarium swimming MorganFreeman AshleyJudd NathanGamble CharlesMartinSmith
A Man Apart,8409,"When Vetter's wife is killed in a botched hit organized by Diablo, he seeks revenge against those responsible. But in the process, Vetter and Hicks have to fight their way up the chain to get to Diablo but it's easier said than done when all Vetter can focus on is revenge. Action Drama repayment arbitrarylaw cop lossofwife VinDiesel LarenzTate TimothyOlyphant F.GaryGray"
The Rite,48171,"Seminary student Michael Kovak (Colin O'Donoghue) reluctantly attends exorcism school at the Vatican. While he’s in Rome, Michael meets an unorthodox priest, Father Lucas (Anthony Hopkins), who introduces him to the darker side of his faith, uncovering the devil’s reach even to one of the holiest places on Earth. Drama Thriller Horror vatican violinist hospital miscarriage exorcist romancatholic seminary limp toad clergy formalin walkingcane AnthonyHopkins ColinO'Donoghue AliceBraga MikaelHåfström"
Space Chimps,11802,"Circus monkey Ham III works in a circus where he's regularly shot from a canon but he still lives in the shadow of his father's legacy. A natural born rebel against authority, Ham III is initially reluctant to go on a dangerous space mission to rescue a lost space probe, but away he goes, for lots of RIGHT STUFF-style astro-training alongside two highly prepared chimps, Luna and Titan. Animation Family spacemarine chimp space aftercreditsstinger AndySamberg CherylHines JeffDaniels KirkDeMicco"
The Hangover,18785,"When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug – who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time. Comedy underwear tiger stagnight hangover lostweekend bagoverhead chapel hitwithtireiron memoryloss lasvegas duringcreditsstinger elevator BradleyCooper EdHelms ZachGalifianakis ToddPhillips"
The Blind Side,22881,"Oversized African-American, Michael Oher, the teen from across the tracks and a broken home, has nowhere to sleep at age 16. Taken in by an affluent Memphis couple, Michael embarks on a remarkable rise to play for the NFL. Drama americanfootball adoption education privateschool sport americanfootballplayer duringcreditsstinger SandraBullock QuintonAaron KathyBates JohnLeeHancock"
Horrible Bosses,51540,"For Nick, Kurt and Dale, the only thing that would make the daily grind more tolerable would be to grind their intolerable bosses into dust. Quitting is not an option, so, with the benefit of a few-too-many drinks and some dubious advice from a hustling ex-con, the three friends devise a convoluted and seemingly foolproof plan to rid themselves of their respective employers... permanently. Comedy Crime conspiracyofmurder badboss employee deathoffather stakeout duringcreditsstinger JenniferAniston JasonBateman CharlieDay SethGordon"
True Grit,44264,"Following the murder of her father by hired hand Tom Chaney, 14-year-old farm girl Mattie Ross sets out to capture the killer. To aid her, she hires the toughest U.S. Marshal she can find, a man with ""true grit,"" Reuben J. ""Rooster"" Cogburn. Mattie insists on accompanying Cogburn, whose drinking, sloth, and generally reprobate character do not augment her faith in him. Against his wishes, she joins him in his trek into the Indian Nations in search of Chaney. They are joined by Texas Ranger LaBoeuf, who wants Chaney for his own purposes. The unlikely trio find danger and adventure on the journey, and each has his or her ""grit"" tested. Drama Adventure Western lossoffather fathermurder texasranger alcoholism betrayal JeffBridges MattDamon JoshBrolin JoelCoen EthanCoen"
The Devil Wears Prada,350,The Devil Wears Prada is about a young journalist who moves to New York to work in the fashion industry. Her boss however is extremely demanding and cruel and won’t let her succeed if she doesn’t fit into the high class elegant look of their magazine when all she really wants to be a good journalist. Comedy Drama Romance paris journalist journalism worldoffasion fashionjournal assistant jobentrant jobinterview editor-in-chief MerylStreep AnneHathaway EmilyBlunt DavidFrankel
Identity Thief,109431,"When a mild-mannered businessman learns his identity has been stolen, he hits the road in an attempt to foil the thief -- a trip that puts him in the path of a deceptively harmless-looking woman. Comedy Crime JasonBateman MelissaMcCarthy JonFavreau SethGordon"
21,8065,"Ben Campbell is a young, highly intelligent, student at M.I.T. in Boston who strives to succeed. Wanting a scholarship to transfer to Harvard School of Medicine with the desire to become a doctor, Ben learns that he cannot afford the $300,000 for the four to five years of schooling as he comes from a poor, working-class background. But one evening, Ben is introduced by his unorthodox math professor Micky Rosa into a small but secretive club of five. Students Jill, Choi, Kianna, and Fisher, who are being trained by Professor Rosa of the skill of card counting at blackjack. Drama Crime gambling cardgame professor harvarduniversity cohabitant college girlfriend studies dormitory friendship blackjack JimSturgess KevinSpacey KateBosworth RobertLuketic"
Sky High,11459,"Set in a world where superheroes are commonly known and accepted, young Will Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being. Adventure Comedy Family hero loyalty mockery supernaturalpowers highschool mission superpowers teensuperheroes MichaelAngarano KurtRussell KellyPreston MikeMitchell"
